url,category
https://store.steampowered.com/app/594650/Hunt_Showdown_1896/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/440/Team_Fortress_2/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/427520/Factorio/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/477160/Human_Fall_Flat/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/105600/Terraria/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/394360/Hearts_of_Iron_IV/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/2870920/Restaurats/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/1623730/Palworld/?snr=1_7_7_240_150_1,open_world
https://store.steampowered.com/app/1392860/Little_Nightmares_III/?snr=1_7_7_240_150_1,open_world
